inscription_id,sign_sequence,site,object_type,line_count,damaged,reading_direction,motif,mean_uncertainty
1103.0,MSg267 MSg402 MSg59 MSg211,unknown,unknown,1,False,R-L,unknown,0.0
1104.0,MSg267 MSg99 MSg387 MSg72 MSg336 MSg89 MSg348 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1105.0,MSg391 MSg99 MSg121 MSg389 MSg59 MSg336 MSg89 MSg211,unknown,unknown,1,False,R-L,unknown,0.0
1106.0,MSg150 MSg123 MSg86 MSg343 MSg319,unknown,unknown,1,False,R-L,unknown,0.0
1107.0,MSg47 MSg343 MSg72 MSg53 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1108.0,MSg293 MSg402 MSg97 MSg67 MSg349 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1109.0,MSg391 MSg97 MSg65 MSg67 MSg342 MSg1,unknown,unknown,1,False,R-L,unknown,0.0
1110.0,MSg391 MSg216 MSg53 MSg125 MSg59 MSg391 MSg176 MSg176,unknown,unknown,1,False,R-L,unknown,0.0
1111.0,MSg0 MSg387 MSg17 MSg261 MSg139,unknown,unknown,1,False,R-L,unknown,0.0
1112.1,MSg0 MSg059 MSg342 MSg1,unknown,unknown,1,False,R-L,unknown,25.0
1112.2,MSg0 MSg336 MSg275,unknown,unknown,1,False,R-L,unknown,33.33
1113.0,MSg94 MSg123 MSg124 MSg112 MSg197 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1114.0,MSg391 MSg99 MSg87 MSg59 MSg296 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1115.0,MSg267 MSg99 MSg336 MSg51 MSg342 MSg1,unknown,unknown,1,False,R-L,unknown,0.0
1116.0,MSg102 MSg17 MSg8 MSg342 MSg176,unknown,unknown,1,False,R-L,unknown,0.0
1117.0,MSg173 MSg59 MSg2 MSg12,unknown,unknown,1,False,R-L,unknown,0.0
1118.0,MSg286 MSg25 MSg176 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1119.0,MSg48 MSg342 MSg65 MSg342 MSg224,unknown,unknown,1,False,R-L,unknown,0.0
1120.0,MSg87 MSg59 MSg296 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1121.0,MSg245 MSg53 MSg99 MSg175 MSg12,unknown,unknown,1,False,R-L,unknown,0.0
1122.0,MSg242 MSg342 MSg98 MSg292 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1123.0,MSg204 MSg110 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1125.0,MSg48 MSg342 MSg375 MSg60,unknown,unknown,1,False,R-L,unknown,0.0
1126.0,MSg391 MSg99 MSg387 MSg87 MSg326 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1127.0,MSg267 MSg99 MSg124 MSg12,unknown,unknown,1,False,R-L,unknown,0.0
1128.0,MSg331 MSg162 MSg402,unknown,unknown,1,False,R-L,unknown,0.0
1129.0,MSg215 MSg287 MSg102 MSg15,unknown,unknown,1,False,R-L,unknown,0.0
1130.0,MSg164 MSg125 MSg59 MSg253 MSg230 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1131.0,MSg267 MSg99 MSg106 MSg162,unknown,unknown,1,False,R-L,unknown,0.0
1132.0,MSg252 MSg387 MSg15,unknown,unknown,1,False,R-L,unknown,0.0
1133.0,MSg104 MSg162,unknown,unknown,1,False,R-L,unknown,50.0
1134.0,MSg391 MSg123 MSg59 MSg53 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1135.1,MSg75 MSg53 MSg176,unknown,unknown,1,False,R-L,unknown,0.0
1135.2,MSg374,unknown,unknown,1,False,R-L,unknown,0.0
1136.0,MSg216 MSg123 MSg139,unknown,unknown,1,False,R-L,unknown,0.0
1137.0,MSg0 MSg67 MSg8 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1138.0,MSg0 MSg081 MSg176,unknown,unknown,1,False,R-L,unknown,33.33
1139.1,MSg197 MSg400 MSg99 MSg175 MSg230 MSg53 MSg343,unknown,unknown,1,False,R-L,unknown,0.0
1139.2,MSg244 MSg342 MSg282,unknown,unknown,1,False,R-L,unknown,0.0
1140.0,MSg293 MSg123 MSg343 MSg136 MSg193 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1141.0,MSg86 MSg0,unknown,unknown,1,False,R-L,unknown,0.0
1142.0,MSg28 MSg336 MSg182 MSg99 MSg387 MSg72 MSg348 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1143.0,MSg267 MSg99 MSg104 MSg162,unknown,unknown,1,False,R-L,unknown,0.0
1144.0,MSg0 MSg97 MSg78 MSg267,unknown,unknown,1,False,R-L,unknown,0.0
1145.0,MSg293 MSg123 MSg344 MSg336 MSg347 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1146.0,MSg267 MSg99 MSg112 MSg194 MSg403 MSg87 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1147.0,MSg387 MSg66 MSg336 MSg89 MSg211,unknown,unknown,1,False,R-L,unknown,0.0
1148.0,MSg391 MSg99 MSg62 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1149.0,MSg150 MSg123 MSg389 MSg72 MSg296 MSg342 MSg124 MSg169,unknown,unknown,1,False,R-L,unknown,0.0
1150.0,MSg50 MSg162 MSg99 MSg326 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1151.0,MSg17 MSg395 MSg99 MSg171 MSg59 MSg247 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1154.0,MSg059 MSg53 MSg342,unknown,unknown,1,False,R-L,unknown,33.33
1155.0,MSg127 MSg343 MSg67 MSg59 MSg211,unknown,unknown,1,False,R-L,unknown,0.0
1156.0,MSg72 MSg71 MSg121 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1157.0,MSg267 MSg99 MSg107 MSg162,unknown,unknown,1,False,R-L,unknown,0.0
1158.0,MSg267 MSg99 MSg65 MSg222 MSg254,unknown,unknown,1,False,R-L,unknown,0.0
1159.0,MSg245 MSg245 MSg343 MSg104 MSg162,unknown,unknown,1,False,R-L,unknown,0.0
1160.0,MSg293 MSg123 MSg343 MSg230 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1161.0,MSg389 MSg182 MSg293 MSg327 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1162.0,MSg267 MSg99 MSg289 MSg347 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1163.0,MSg204 MSg230 MSg015 MSg176,unknown,unknown,1,False,R-L,unknown,50.0
1164.0,MSg379 MSg162 MSg402,unknown,unknown,1,False,R-L,unknown,33.33
1165.0,MSg328 MSg32 MSg99 MSg72 MSg0,unknown,unknown,1,False,R-L,unknown,0.0
1166.0,MSg387 MSg0,unknown,unknown,1,False,R-L,unknown,0.0
1167.1,MSg175,unknown,unknown,1,False,R-L,unknown,100.0
1167.2,MSg336 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1168.0,MSg86 MSg336 MSg89 MSg211,unknown,unknown,1,False,R-L,unknown,0.0
1169.0,MSg31,unknown,unknown,1,False,R-L,unknown,0.0
1170.0,MSg216 MSg123 MSg70 MSg336 MSg89 MSg211,unknown,unknown,1,False,R-L,unknown,0.0
1171.0,MSg86 MSg15,unknown,unknown,1,False,R-L,unknown,0.0
1172.0,MSg79 MSg343 MSg387 MSg59 MSg211,unknown,unknown,1,False,R-L,unknown,0.0
1173.0,MSg387 MSg72 MSg211 MSg176,unknown,unknown,1,False,R-L,unknown,0.0
1174.0,MSg412 MSg123 MSg87 MSg249 MSg162 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1175.0,MSg343 MSg245 MSg245 MSg175 MSg180,unknown,unknown,1,False,R-L,unknown,0.0
1176.0,MSg0 MSg171 MSg59 MSg182 MSg293 MSg211,unknown,unknown,1,False,R-L,unknown,16.67
1177.0,MSg171 MSg60,unknown,unknown,1,False,R-L,unknown,0.0
1178.0,MSg391 MSg99 MSg15 MSg348 MSg342,unknown,unknown,1,False,R-L,unknown,20.0
1179.0,MSg51 MSg155 MSg343 MSg102 MSg137 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1180.0,MSg155 MSg245 MSg245 MSg99 MSg67 MSg222 MSg254,unknown,unknown,1,False,R-L,unknown,0.0
1181.0,MSg267 MSg99 MSg336 MSg51 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1182.0,MSg57 MSg209 MSg343 MSg5,unknown,unknown,1,False,R-L,unknown,0.0
1183.0,MSg265 MSg343 MSg326 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1185.0,MSg086 MSg178 MSg287 MSg402,unknown,unknown,1,False,R-L,unknown,25.0
1186.0,MSg293 MSg402 MSg123 MSg230 MSg391 MSg162,unknown,unknown,1,False,R-L,unknown,0.0
1187.0,MSg86 MSg48 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1188.0,MSg53 MSg72 MSg373 MSg287 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1189.0,MSg391 MSg123 MSg86 MSg4,unknown,unknown,1,False,R-L,unknown,0.0
1190.0,MSg86 MSg28 MSg233 MSg59,unknown,unknown,1,False,R-L,unknown,0.0
1191.0,MSg215 MSg17 MSg293 MSg186 MSg89 MSg0,unknown,unknown,1,False,R-L,unknown,0.0
1192.0,MSg391 MSg123 MSg124 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1193.0,MSg149 MSg342,unknown,unknown,1,False,R-L,unknown,50.0
