inscription_id,sign_sequence,site,object_type,line_count,damaged,reading_direction,motif,cisi_number
S1,G410 G17,Alamgirpur,unknown,1,False,R-L,unknown,Agr-1
S2,G410 G17,Alamgirpur,unknown,1,False,R-L,unknown,Agr-2
S3,G405 G17,Alamgirpur,unknown,1,False,R-L,unknown,Agr-3
S5,G740 G235,Allahdino,unknown,1,False,L-R,Bull,unknown
S6,G740 G390 G590,Allahdino,unknown,1,False,L-R,Bull1,Ad-1
S7,G368 G390 G125 G33,Allahdino,unknown,1,False,L-R,Bull1:J,Ad-2
S8,G740 G904 G33 G705 G235,Allahdino,unknown,1,False,L-R,Bull1:II,Ad-3
S9,G740 G17 G495 G235 G741 G66,Allahdino,unknown,1,False,L-R,Bull1:II,Ad-4
S10,G156 G460 G510,Allahdino,unknown,1,False,L-R,Bull1,Ad-5
S11,G72 G170 G740 G840 G13,Allahdino,unknown,1,False,L-R,Rhin,Ad-6
S16,G390 G415,Altyn Depe,unknown,1,False,R-L,unknown,unknown
S17,G390 G34,Amri,unknown,1,False,R-L,unknown,Ai-7
S18,G405 G844 G32 G840 G2 G861,Bakkar Buthi,unknown,1,False,L-R,unknown,unknown
S19,G226 G3 G2 G297 G350 G125 G413,Bala-kot,unknown,1,False,L-R,Bull1,Blk-1
S20,G390 G717 G61 G2 G368 G634,Bala-kot,unknown,1,False,L-R,Bull1,Blk-2
S22,G527 G554 G298 G368 G634,Bala-kot,unknown,1,False,L-R,Bull1:II,Blk-4
S26,G520 G1,Banawali,unknown,1,False,L-R,Goat:1,unknown
S27,G90 G740 G220 G2 G368 G550 G821,Banawali,unknown,1,False,L-R,Bull1:O,B-1
S28,G220 G14,Banawali,unknown,1,False,L-R,Bull1,B-3
S29,G740 G797,Banawali,unknown,1,False,L-R,Bull3,B-4
S30,G2 G817,Banawali,unknown,1,False,L-R,Bull3,B-5
S31,G2 G817,Banawali,unknown,1,False,L-R,Buff,B-7
S32,G740 G61,Banawali,unknown,1,False,L-R,Goat:4,B-8
S33,G390 G4,Banawali,unknown,1,False,L-R,Goat:3,B-9
S36,G2 G817,Banawali,unknown,1,False,L-R,Rhin,B-15
S37,G236 G2 G308 G90,Banawali,unknown,1,False,L-R,Htgr,B-17
S39,G740 G803,Banawali,unknown,1,False,L-R,unknown,B-19
S40,G426 G3 G60 G692,Banawali,unknown,1,False,L-R,unknown,B-21
S50,G390 G3 G3,Bhirrana,unknown,1,False,R-L,Buff,unknown
S52,G236 G2 G820,Bhirrana,unknown,1,False,L-R,Bull1,unknown
S54,G740 G50 G705,Chandigarh,unknown,1,False,L-R,unknown,Ch-2
S57,G740 G405,Chanhujo-daro,unknown,1,False,L-R,unknown,C-87
S58,G740 G386,Chanhujo-daro,unknown,1,False,R-L,Bull3,C-72
S60,G892 G700,Chanhujo-daro,unknown,1,False,L-R,Bull1:W,C-80
S61,G390 G3 G2 G817,Chanhujo-daro,unknown,1,False,L-R,Bull1:W,C-66
S64,G842 G32 G31 G592 G31 G60 G920,Chanhujo-daro,unknown,1,False,L-R,Bull1:W,C-54
S65,G740 G482 G235,Chanhujo-daro,unknown,1,False,L-R,Bull1:V,C-59
S66,G390 G844 G60 G575 G717,Chanhujo-daro,unknown,1,False,L-R,Bull1:J,C-69
S67,G740 G531 G60 G692,Chanhujo-daro,unknown,1,False,L-R,Elep,C-75
S68,G740 G67 G741 G647 G892,Chanhujo-daro,unknown,1,False,L-R,Bull1,C-55
S69,G740 G176 G32 G2 G861,Chanhujo-daro,unknown,1,False,L-R,Bull1:W,C-60
S70,G32 G31 G0 G151 G740 G240 G235,Chanhujo-daro,unknown,1,False,L-R,Bull1:II,C-70
S71,G32 G31 G0 G740 G222 G235 G2 G861,Chanhujo-daro,unknown,1,False,L-R,Bull1,C-53
S72,G32 G31 G0 G850 G32 G530 G740 G741 G456,Chanhujo-daro,unknown,1,False,L-R,Gaur,C-76
S73,G32 G31 G0 G740 G791 G713,Chanhujo-daro,unknown,1,False,L-R,Bull1,C-68
S74,G32 G31 G0 G740 G222 G235 G2 G861,Chanhujo-daro,unknown,1,False,L-R,Bull1,C-58
S75,G32 G0 G226 G32 G817,Chanhujo-daro,unknown,1,False,R-L,unknown,C-79
S76,G125 G2 G861,Chanhujo-daro,unknown,1,False,L-R,Gaur,C-74
S77,G151 G740 G100 G240,Chanhujo-daro,unknown,1,False,L-R,Bull1:W,C-51
S79,G1 G368 G767,Chanhujo-daro,unknown,1,False,L-R,Bull1:I,C-56
S80,G526 G388,Chanhujo-daro,unknown,1,False,L-R,Bull1,C-61
S81,G740 G636 G240 G0 G2 G817,Chanhujo-daro,unknown,1,False,L-R,unknown,C-78
S85,G161 G55,Chanhujo-daro,unknown,1,False,L-R,Bull1:S,C-63
S87,G520 G233 G803 G2 G817,Chanhujo-daro,unknown,1,False,L-R,Bull1:S,C-67
S88,G151 G690 G0 G32 G31,Chanhujo-daro,unknown,1,False,L-R,T-A-T,C-77
S89,G31 G840 G140 G740 G101 G2 G365 G287 G34,Chanhujo-daro,unknown,1,False,L-R,Bull1,C-1
S90,G740 G390 G590,Chanhujo-daro,unknown,1,False,L-R,Bull1:L,C-2
S91,G740 G16 G2 G920 G317,Chanhujo-daro,unknown,1,False,L-R,Bull1:W,C-3
S92,G520 G235 G803 G2 G817,Chanhujo-daro,unknown,1,False,L-R,Bull1:L,C-4
S93,G740 G140 G717 G2 G298 G741,Chanhujo-daro,unknown,1,False,L-R,Bull1:I,C-5
S94,G817 G521 G521 G0 G90 G740 G221 G2 G31 G500,Chanhujo-daro,unknown,1,False,L-R,Bull1:J,C-6
S96,G740 G803 G233 G741 G250 G579,Chanhujo-daro,unknown,1,False,L-R,Bull1:J,C-8
S97,G151 G233 G803 G33 G705 G240,Chanhujo-daro,unknown,1,False,L-R,Bull1:J,C-9
S98,G740 G231 G220 G32 G2 G817,Chanhujo-daro,unknown,1,False,L-R,Bull1:W,C-10
S99,G590 G615 G140 G0 G232 G240 G1 G60 G920,Chanhujo-daro,unknown,1,False,L-R,Bull1:I,C-11
S100,G161 G390 G590 G31 G740 G60 G920,Chanhujo-daro,unknown,1,False,L-R,Bull1:L,C-12
S103,G740 G400 G920 G31,Chanhujo-daro,unknown,1,False,L-R,Bull1:W,C-15
S104,G429 G3 G741 G60 G920,Chanhujo-daro,unknown,1,False,L-R,Bull1:L,C-16
S105,G740 G100,Chanhujo-daro,unknown,1,False,L-R,Bull1:I,C-17
S107,G151 G790 G31 G790 G495,Chanhujo-daro,unknown,1,False,L-R,Bull1:I,C-20
S108,G156 G230,Chanhujo-daro,unknown,1,False,L-R,Bull1:II,C-21
S111,G390 G128 G702 G2 G0 G226 G32 G2 G1 G480 G850,Chanhujo-daro,unknown,1,False,L-R,Tigr,C-24
S113,G822 G140 G15,Chanhujo-daro,unknown,1,False,L-R,unknown,C-30
S114,G375 G400 G390 G632,Chanhujo-daro,unknown,1,False,L-R,Bull1:W,C-32
S123,G740 G920 G320 G233 G240 G1 G2 G817,Desalpur,unknown,1,False,L-R,unknown,Dlp-1
S127,G151 G892 G32,Dholavira,unknown,1,False,L-R,Bull1:W,unknown
S128,G156 G19,Dholavira,unknown,1,False,L-R,Bull1:S,unknown
S129,G93 G808,Dholavira,unknown,1,False,L-R,Bull1:J,unknown
S130,G244 G165 G0 G740 G879 G220 G416 G803 G2 G856,Dholavira,unknown,1,False,L-R,Bull1:W,unknown
S131,G520 G460 G495,Dholavira,unknown,1,False,L-R,Bull1:S,unknown
S132,G740 G416 G2 G861,Dholavira,unknown,1,False,L-R,Tigr,unknown
S133,G520 G460,Dholavira,unknown,1,False,L-R,unknown,unknown
S134,G154 G388 G717 G705,Dholavira,unknown,1,False,L-R,unknown,unknown
S135,G590 G407 G790 G32,Dholavira,unknown,1,False,L-R,unknown,unknown
S136,G390 G16 G2 G861,Dholavira,unknown,1,False,L-R,unknown,unknown
S137,G617 G142,Dholavira,unknown,1,False,R-L,unknown,unknown
S138,G520 G33 G706 G233,Dholavira,unknown,1,False,L-R,unknown,unknown
S139,G740 G100 G407 G590,Dholavira,unknown,1,False,L-R,unknown,unknown
S144,G798 G821 G1 G480 G850 G820 G388 G611 G820,Dholavira,unknown,1,False,L-R,unknown,unknown
S145,G151 G382 G31 G2 G861,Dholavira,unknown,1,False,L-R,Bull1:J,Dlv-1
S149,G240 G220,Farmana,unknown,1,False,R-L,Bull1,unknown
S150,G740 G760 G445,Farmana,unknown,1,False,L-R,Bull1,unknown
S151,G220 G32,Farmana,unknown,1,False,L-R,Buff,unknown
S153,G390 G371,Farmana,unknown,1,False,L-R,Bull1:J,unknown
S157,G740 G923 G838,Gharo Bhiro,unknown,1,False,L-R,unknown,Grb-1
S158,G236 G140 G893 G861,SI20,unknown,1,False,L-R,Bull1:I,unknown
S160,G617 G117,Hajar,unknown,1,False,L-R,Gaur,unknown
S162,G33 G0 G0,Harappa,unknown,1,False,L-R,unknown,H-1189
S170,G527 G740 G914,Harappa,unknown,1,False,L-R,unknown,H-1397
S173,G220 G16,Harappa,unknown,1,False,L-R,unknown,H-1086
S176,G235 G33,Harappa,unknown,1,False,L-R,unknown,H-1085
S181,G740 G142,Harappa,unknown,1,False,L-R,unknown,H-1422
S198,G740 G603 G240 G60 G692,Harappa,unknown,1,False,L-R,unknown,H-1138
S199,G520 G220 G240 G798 G60 G692,Harappa,unknown,1,False,L-R,Bull1,H-423
S205,G740 G55 G806,Harappa,unknown,1,False,L-R,unknown,H-661
S212,G0 G0 G0 G0,Harappa,unknown,1,False,L-R,unknown,unknown
S217,G90 G740 G240 G220,Harappa,unknown,1,False,L-R,S590,H-294
S218,G0 G0 G740 G519,Harappa,unknown,1,False,L-R,unknown,H-1177
S220,G400 G154 G440 G220,Harappa,unknown,1,False,R-L,Fish,H-1142
S221,G520 G220 G415,Harappa,unknown,1,False,L-R,Bult,H-1326
S222,G700 G34,Harappa,unknown,1,False,L-R,Bult,H-1354
S225,G804 G740 G219,Harappa,unknown,1,False,L-R,unknown,unknown
S229,G740 G31 G904 G1 G32,Harappa,unknown,1,False,L-R,unknown,H-1312
S232,G390 G35,Harappa,unknown,1,False,R-L,Bult,H-1355
S233,G405 G4 G745 G905,Harappa,unknown,1,False,L-R,Bull1:W,H-1047
S234,G400 G156 G435 G255,Harappa,unknown,1,False,R-L,unknown,unknown
S236,G60 G550,Harappa,unknown,1,False,L-R,unknown,unknown
S237,G400 G90 G740 G220 G3,Harappa,unknown,1,False,L-R,Bull1,H-1056
S240,G151 G231,Harappa,unknown,1,False,L-R,Bull1:I,H-73
S244,G156 G384 G31 G400,Harappa,unknown,1,False,L-R,unknown,unknown
S246,G740 G900 G5 G2 G820,Harappa,unknown,1,False,L-R,Bull1:U,H-1045
S248,G740 G554,Harappa,unknown,1,False,L-R,unknown,H-1513
S249,G400 G892 G831,Harappa,unknown,1,False,L-R,unknown,H-1133
S255,G400 G678,Harappa,unknown,1,False,L-R,unknown,H-1319
S257,G156 G176 G741 G60 G920,Harappa,unknown,1,False,R-L,unknown,H-1309
S258,G700 G33 G711 G817 G0,Harappa,unknown,1,False,R-L,unknown,H-1121
S259,G400 G740 G575 G17 G920 G320 G798 G2 G861,Harappa,unknown,1,False,L-R,Bull1:I,H-1051
S260,G400 G740 G176,Harappa,unknown,1,False,L-R,unknown,unknown
S261,G503 G233 G240,Harappa,unknown,1,False,L-R,Bull1,H-1052
S264,G400 G156 G140 G32,Harappa,unknown,1,False,L-R,unknown,H-1287
S265,G400 G740 G176,Harappa,unknown,1,False,L-R,unknown,H-1273
S266,G400 G740 G760 G605,Harappa,unknown,1,False,R-L,Gavi,H-1158
S268,G869 G0,Harappa,unknown,1,False,L-R,unknown,H-1188
S273,G400 G740 G382,Harappa,unknown,1,False,L-R,unknown,H-1102
S274,G154 G435 G255,Harappa,unknown,1,False,L-R,unknown,unknown
S280,G740 G904 G240 G2 G817,Harappa,unknown,1,False,L-R,Bull,unknown
S281,G400 G98,Harappa,unknown,1,False,L-R,unknown,H-1331
S282,G520 G220,Harappa,unknown,1,False,L-R,unknown,H-1330
S284,G90 G740 G103 G2 G861,Harappa,unknown,1,False,L-R,Bull1:W,H-1030
S288,G740 G798 G820,Harappa,unknown,1,False,L-R,unknown,H-1402
S290,G520 G0 G255,Harappa,unknown,1,False,L-R,unknown,H-1112
S291,G740 G407 G590 G690 G436 G255 G920 G318 G220 G415 G803,Harappa,unknown,1,False,L-R,Gavi,unknown
S292,G740 G100 G140 G3,Harappa,unknown,1,False,L-R,Bull1:W,H-1032
S293,G220 G500 G520 G2 G862 G32,Harappa,unknown,1,False,L-R,Bull1:W,H-1033
S294,G740 G760 G70 G921 G315 G233,Harappa,unknown,1,False,L-R,unknown,H-161
S295,G740 G924,Harappa,unknown,1,False,L-R,Bult,H-1187
S297,G400 G740 G455,Harappa,unknown,1,False,L-R,unknown,H-874
S300,G700 G33 G711 G335 G575 G413,Harappa,unknown,1,False,L-R,unknown,unknown
S303,G151 G760 G220 G3 G2 G861,Harappa,unknown,1,False,L-R,Bull1:W,H-1043
S306,G740 G100 G176,Harappa,unknown,1,False,L-R,unknown,H-1080
S308,G0 G220,Harappa,unknown,1,False,L-R,unknown,unknown
S309,G740 G785 G4,Harappa,unknown,1,False,R-L,Pipal,unknown
S310,G416 G590 G33,Harappa,unknown,1,False,L-R,unknown,H-911
S311,G400 G740 G767 G220 G416,Harappa,unknown,1,False,L-R,unknown,H-1192
S313,G525 G550 G220,Harappa,unknown,1,False,L-R,unknown,H-1123
S315,G405 G5 G2,Harappa,unknown,1,False,L-R,unknown,H-1517
S316,G740 G904 G240,Harappa,unknown,1,False,L-R,unknown,unknown
S317,G400 G226 G32,Harappa,unknown,1,False,L-R,unknown,H-1321
S318,G220 G16,Harappa,unknown,1,False,L-R,Bull1:W,H-1028
S319,G400 G255 G400 G165 G900 G1,Harappa,unknown,1,False,L-R,unknown,H-1077
S321,G90 G740 G103 G741 G66,Unknown,unknown,1,False,L-R,Bull1:J,unknown
S322,G520 G33 G706 G231 G415 G803,Harappa,unknown,1,False,L-R,Bull1:W,H-1027
S370,G700 G32 G740 G335 G575 G413,Harappa,unknown,1,False,L-R,unknown,H-2016
S371,G740 G31 G1 G140,Harappa,unknown,1,False,R-L,Goat:4,H-1771
S373,G550 G3 G435,Harappa,unknown,1,False,L-R,unknown,H-1924
S375,G415 G700 G33 G171,Harappa,unknown,1,False,L-R,unknown,H-1881
S378,G740 G390 G590 G60 G550,Harappa,unknown,1,False,L-R,Elep,H-1776
S379,G405 G5,Harappa,unknown,1,False,L-R,unknown,H-1996
S382,G400 G740 G61 G140,Harappa,unknown,1,False,L-R,unknown,H-1894
S383,G740 G31 G1 G140,Harappa,unknown,1,False,R-L,Goat:4,H-1773
S386,G400 G617 G829,Harappa,unknown,1,False,L-R,unknown,H-1853
S388,G2 G220 G455 G0,Harappa,unknown,1,False,L-R,unknown,H-1874
S390,G400 G156 G435 G255,Harappa,unknown,1,False,L-R,unknown,H-2063
S392,G400 G137,Harappa,unknown,1,False,L-R,unknown,H-1858
S393,G0 G4 G745 G590,Harappa,unknown,1,False,L-R,Tri4,H-1981
S394,G390 G4 G455 G371 G741 G590,Harappa,unknown,1,False,L-R,unknown,H-1987
S396,G400 G775 G516,Harappa,unknown,1,False,L-R,unknown,H-1877
S397,G565 G740 G176 G231,Harappa,unknown,1,False,L-R,unknown,H-2141
S400,G740 G31 G1 G140,Harappa,unknown,1,False,L-R,Goat:4,H-1772
S401,G390 G4 G2 G817,Harappa,unknown,1,False,L-R,Mult,H-2003
S403,G740 G515 G126,Harappa,unknown,1,False,L-R,unknown,H-1920
S405,G740 G630 G240 G33 G171,Harappa,unknown,1,False,L-R,unknown,H-2192
S406,G400 G740 G100 G240,Harappa,unknown,1,False,R-L,unknown,H-1895
S407,G740 G760 G840 G799,Harappa,unknown,1,False,L-R,unknown,H-2213
S409,G405 G35 G2 G861,Harappa,unknown,1,False,L-R,Bult,H-1942
S410,G400 G740 G904 G240,Harappa,unknown,1,False,L-R,unknown,H-1897
S411,G740 G702 G61 G2 G0,Harappa,unknown,1,False,L-R,unknown,H-1865
S414,G32 G920 G491,Harappa,unknown,1,False,L-R,unknown,H-1915
S415,G400 G297 G352 G892 G590 G740 G176,Harappa,unknown,1,False,L-R,unknown,H-1832
S416,G220 G233,Harappa,unknown,1,False,L-R,Gavi,H-2035
S417,G400 G90,Harappa,unknown,1,False,L-R,Mult,H-1957
S418,G565 G740 G176 G231,Harappa,unknown,1,False,L-R,unknown,H-2140
S419,G400 G368 G741,Harappa,unknown,1,False,L-R,unknown,H-1898
S420,G90 G100 G415 G717,Harappa,unknown,1,False,L-R,Fish,H-2174
S422,G740 G384 G31,Harappa,unknown,1,False,L-R,Bult,H-1943
S423,G400 G740 G176 G235,Harappa,unknown,1,False,L-R,Mult,H-1997
S424,G740 G636 G240 G60 G692,Harappa,unknown,1,False,L-R,unknown,H-1845
S425,G740 G143 G67,Harappa,unknown,1,False,L-R,unknown,H-2125
S426,G407 G790 G32,Harappa,unknown,1,False,L-R,unknown,H-1714
S427,G400 G740 G717,Harappa,unknown,1,False,L-R,unknown,H-1854
S430,G405 G4 G104,Harappa,unknown,1,False,L-R,Bull1:W,H-1673
S433,G700 G33,Harappa,unknown,1,False,R-L,unknown,H-1905
S434,G700 G34 G1,Harappa,unknown,1,False,L-R,unknown,H-2570
S437,G520 G240,Harappa,unknown,1,False,R-L,unknown,H-1912
S448,G382 G760 G382 G2 G820,Harappa,unknown,1,False,L-R,Mult,H-1967
S453,G740 G817 G491,Harappa,unknown,1,False,L-R,unknown,H-1909
S454,G740 G817 G491,Harappa,unknown,1,False,L-R,Gavi,H-1778
S455,G740 G760 G240,Harappa,unknown,1,False,R-L,unknown,H-2076
S458,G400 G740 G67 G100,Harappa,unknown,1,False,R-L,Bult,H-1940
S459,G740 G100 G415,Harappa,unknown,1,False,L-R,unknown,H-1991
S461,G740 G892,Harappa,unknown,1,False,L-R,unknown,H-1919
S463,G400 G740 G176,Harappa,unknown,1,False,L-R,unknown,H-1827
S464,G390 G3,Harappa,unknown,1,False,L-R,Zebu,H-585
S466,G861 G3,Harappa,unknown,1,False,L-R,unknown,H-1882
S467,G740 G176 G220,Harappa,unknown,1,False,R-L,unknown,H-1825
S468,G400 G775 G516,Harappa,unknown,1,False,L-R,unknown,H-1876
S469,G740 G760 G240,Harappa,unknown,1,False,R-L,unknown,H-2077
S470,G0,Harappa,unknown,1,False,L-R,unknown,H-2215
S472,G824 G892 G413,Harappa,unknown,1,False,L-R,unknown,H-2084
S476,G2 G861 G416,Harappa,unknown,1,False,L-R,unknown,H-2094
S479,G520 G220 G415 G60 G920,Harappa,unknown,1,False,L-R,Bull1:W,H-1669
S480,G400 G740 G760 G382,Harappa,unknown,1,False,L-R,unknown,H-1850
S481,G110,Harappa,unknown,1,False,L-R,unknown,H-2148
S484,G740 G760 G840 G799,Harappa,unknown,1,False,L-R,Bult,H-2246
S485,G520 G220 G415 G240 G803,Harappa,unknown,1,False,L-R,Zebu,H-1953
S488,G2 G861 G416,Harappa,unknown,1,False,L-R,unknown,H-2097
S489,G390 G3,Harappa,unknown,1,False,L-R,Bult,H-2210
S490,G400 G740 G32 G15,Harappa,unknown,1,False,L-R,unknown,H-2184
S491,G504 G350 G741 G60 G920,Harappa,unknown,1,False,L-R,unknown,H-2127
S494,G400 G740 G100 G176 G175,Harappa,unknown,1,False,L-R,unknown,H-741
S497,G400 G740 G0 G792,Harappa,unknown,1,False,L-R,unknown,H-1836
S498,G0 G740 G233 G240,Harappa,unknown,1,False,L-R,unknown,H-1921
S499,G700 G33 G400 G740 G388,Harappa,unknown,1,False,R-L,unknown,H-1862
S501,G534 G556,Harappa,unknown,1,False,L-R,unknown,H-2576
S502,G405 G3,Harappa,unknown,1,False,L-R,Bull1:W,H-1664
S504,G400 G740 G0 G832 G0,Harappa,unknown,1,False,L-R,Gavi,H-1932
S506,G151 G740 G221,Harappa,unknown,1,False,L-R,unknown,H-1867
S508,G151 G740 G222,Harappa,unknown,1,False,L-R,unknown,H-1869
S509,G151 G740 G222,Harappa,unknown,1,False,L-R,unknown,H-1868
S510,G520 G70 G255 G832,Harappa,unknown,1,False,L-R,unknown,H-1916
S513,G740 G61 G2 G455 G420 G32,Harappa,unknown,1,False,L-R,Bull1:S,H-1671
S515,G520 G240,Harappa,unknown,1,False,L-R,unknown,H-1908
S516,G740 G690 G435 G255,Harappa,unknown,1,False,L-R,Bult,H-1938
S518,G2 G861 G416,Harappa,unknown,1,False,L-R,unknown,H-2095
S519,G390 G4 G155 G390,Harappa,unknown,1,False,L-R,unknown,H-2186
S520,G400 G98,Harappa,unknown,1,False,L-R,Goat,H-2034
S526,G400 G520 G233,Harappa,unknown,1,False,L-R,Gaur,H-1770
S530,G156 G140,Harappa,unknown,1,False,L-R,Bull1,H-1677
S532,G700 G34 G400 G525 G550,Harappa,unknown,1,False,L-R,unknown,H-2069
S533,G90 G740 G101 G31,Harappa,unknown,1,False,L-R,Fish,H-2175
S534,G400 G740 G637,Harappa,unknown,1,False,L-R,Gavi,H-2036
S535,G740 G32 G840,Harappa,unknown,1,False,L-R,Mult,H-1977
S537,G740 G390 G590 G2 G861,Harappa,unknown,1,False,L-R,unknown,H-1692
S542,G111 G33,Harappa,unknown,1,False,L-R,unknown,unknown
S544,G400 G740 G32 G28,Harappa,unknown,1,False,L-R,unknown,H-2115
S548,G400 G740 G176 G791,Harappa,unknown,1,False,L-R,Gavi,H-1931
S549,G400 G740 G32 G27,Harappa,unknown,1,False,L-R,Fish,H-2208
S550,G400 G740 G176 G519,Harappa,unknown,1,False,L-R,unknown,H-1822
S552,G617 G550 G3,Harappa,unknown,1,False,L-R,Zebu,H-1767
S554,G400 G90 G740 G400 G90,Harappa,unknown,1,False,L-R,unknown,H-1906
S556,G400 G740 G141,Harappa,unknown,1,False,L-R,Bult,H-1939
S557,G400 G153 G118,Harappa,unknown,1,False,L-R,unknown,H-1855
S559,G298 G350 G892 G590,Harappa,unknown,1,False,L-R,unknown,H-1834
S560,G400 G236 G233,Harappa,unknown,1,False,L-R,unknown,H-1873
S567,G400 G740 G32 G840,Harappa,unknown,1,False,L-R,unknown,H-1923
S569,G400 G740 G275 G320 G235 G240 G798,Harappa,unknown,1,False,L-R,unknown,H-1922
S570,G740 G690 G435 G255 G55,Harappa,unknown,1,False,R-L,Bult,H-1797
S574,G90 G740 G240 G235,Harappa,unknown,1,False,L-R,S590,H-2055
S578,G400 G90 G740 G100 G390 G231,Harappa,unknown,1,False,L-R,unknown,H-2197
S581,G700 G33 G711 G335 G575 G413,Harappa,unknown,1,False,L-R,unknown,H-1990
S585,G400 G740 G176,Harappa,unknown,1,False,L-R,Bull,H-1954
S589,G504 G350 G741 G60 G920,Harappa,unknown,1,False,L-R,unknown,H-2128
S592,G400 G154 G806 G467,Harappa,unknown,1,False,L-R,Mult,H-1999
S593,G740 G100 G175 G630 G705,Harappa,unknown,1,False,L-R,unknown,H-1839
S594,G740 G752 G175 G2 G861,Harappa,unknown,1,False,L-R,Phyt,H-2022
S596,G740 G176 G33 G705 G235,Harappa,unknown,1,False,L-R,unknown,H-2139
S597,G740 G690 G436 G255,Harappa,unknown,1,False,L-R,Fish,H-2039
S598,G400 G137,Harappa,unknown,1,False,L-R,unknown,H-1859
S599,G740 G142 G62 G2 G817,Harappa,unknown,1,False,L-R,unknown,H-1864
S601,G740 G752 G460 G495 G240 G415,Harappa,unknown,1,False,L-R,Phyt,H-2021
S603,G158 G805 G480,Harappa,unknown,1,False,L-R,unknown,H-1732
S609,G34 G705,Harappa,unknown,1,False,L-R,unknown,unknown
S613,G520 G235,Harappa,unknown,1,False,L-R,unknown,unknown
S621,G700 G34,Harappa,unknown,1,False,L-R,unknown,unknown
S622,G158 G838 G470,Harappa,unknown,1,False,L-R,unknown,H-1709
S623,G405 G3 G2 G293 G360,Harappa,unknown,1,False,L-R,unknown,H-1706
S624,G400 G525 G554,Harappa,unknown,1,False,L-R,unknown,H-1817
S625,G3 G408,Harappa,unknown,1,False,L-R,unknown,H-1745
S626,G33 G33 G0 G740 G142 G61 G140 G2 G546,Harappa,unknown,1,False,L-R,Bull1:W,H-1662
S627,G400 G151 G97,Harappa,unknown,1,False,L-R,unknown,H-1917
S628,G520 G33 G33,Harappa,unknown,1,False,L-R,unknown,H-1899
S630,G400 G740 G32 G27,Harappa,unknown,1,False,L-R,Fish,H-2207
S631,G740 G690 G435 G176 G233 G803,Harappa,unknown,1,False,L-R,unknown,H-1842
S632,G0 G740 G242 G235,Harappa,unknown,1,False,L-R,unknown,H-2193
S634,G390 G3 G2 G820,Harappa,unknown,1,False,L-R,Bull1:W,H-1680
S635,G740 G33 G711 G335 G575 G413,Harappa,unknown,1,False,L-R,unknown,H-1814
S637,G400 G97,Harappa,unknown,1,False,L-R,unknown,H-1860
S638,G400 G740 G32 G25,Harappa,unknown,1,False,L-R,Fish,H-2209
S640,G400 G740 G32 G14,Harappa,unknown,1,False,L-R,unknown,H-2108
S643,G700 G32,Harappa,unknown,1,False,L-R,unknown,H-2198
S644,G400 G137,Harappa,unknown,1,False,L-R,Mult,H-1956
S646,G740 G176 G31 G60 G201,Harappa,unknown,1,False,L-R,unknown,H-1824
S647,G868 G705 G590,Harappa,unknown,1,False,L-R,unknown,H-2062
S649,G400 G740 G798 G365 G415 G1,Harappa,unknown,1,False,L-R,unknown,H-1823
S652,G740 G540 G204 G255,Harappa,unknown,1,False,L-R,unknown,H-1841
S653,G700 G33 G711 G335 G575 G413,Harappa,unknown,1,False,L-R,unknown,H-1813
S654,G368 G91,Harappa,unknown,1,False,R-L,unknown,H-1863
S658,G700 G125,Harappa,unknown,1,False,L-R,unknown,H-1946
S659,G400 G740 G32 G27,Harappa,unknown,1,False,L-R,Fish,H-2204
S662,G617 G550 G3 G790,Harappa,unknown,1,False,L-R,Mult,H-1951
S664,G740 G760 G61 G60 G692,Harappa,unknown,1,False,L-R,Scene,H-1975
S665,G2 G861 G416,Harappa,unknown,1,False,L-R,unknown,H-2096
S666,G90 G740 G240 G235,Harappa,unknown,1,False,L-R,S590,H-2054
S668,G740 G400 G142 G61 G33,Harappa,unknown,1,False,L-R,Bull1:W,H-1672
S670,G700 G3,Harappa,unknown,1,False,L-R,unknown,H-1891
S671,G400 G156 G435 G255,Harappa,unknown,1,False,L-R,unknown,H-2066
S672,G876 G32 G578 G415,Harappa,unknown,1,False,L-R,unknown,H-2214
S675,G740 G923 G235,Harappa,unknown,1,False,L-R,unknown,H-1903
S677,G90 G740 G176 G741 G347,Harappa,unknown,1,False,L-R,Mult,H-2024
S679,G257 G360,Harappa,unknown,1,False,L-R,unknown,H-2217
S681,G869 G60 G820,Harappa,unknown,1,False,L-R,unknown,H-2090
S682,G526 G554 G2 G820,Harappa,unknown,1,False,L-R,unknown,H-1146
S686,G740 G603 G240 G60 G692,Harappa,unknown,1,False,L-R,unknown,H-1846
S687,G700 G33 G711 G335 G575 G413,Harappa,unknown,1,False,L-R,unknown,H-1989
S688,G682 G413 G840 G0 G740 G61,Harappa,unknown,1,False,L-R,Bull1,H-1684
S689,G700 G33 G711 G335 G575 G413,Harappa,unknown,1,False,L-R,unknown,H-1988
S690,G390 G0 G742 G0,Harappa,unknown,1,False,L-R,Tri4,H-1982
S693,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2238
S694,G740 G32 G840,Harappa,unknown,1,False,L-R,unknown,H-2187
S701,G700 G33,Harappa,unknown,1,False,R-L,unknown,H-2272
S702,G740 G176,Harappa,unknown,1,False,L-R,unknown,H-2368
S703,G400 G852,Harappa,unknown,1,False,L-R,unknown,H-2267
S715,G16 G220 G382,Harappa,unknown,1,False,L-R,unknown,H-1734
