inscription_id,sign_sequence,site,object_type,line_count,damaged,reading_direction,motif,cisi_number
S3154,G740 G384 G90 G351 G741 G33 G272,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-730
S3155,G151 G220,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-731
S3156,G520 G400 G350 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:V,M-732
S3157,G151 G740 G760 G220 G0 G892 G590 G850 G32,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-733
S3158,G33 G33 G368 G390 G590,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-734
S3159,G740 G760 G235 G2 G390 G125 G195,Mohenjo-daro,unknown,1,False,L-R,Bull1:U,M-735
S3163,G90 G740 G100 G415 G2 G31 G350 G550 G692,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-739
S3164,G226 G491 G742 G705 G575,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-740
S3165,G151 G416,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-741
S3166,G90 G850 G32 G60 G573,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-742
S3168,G307 G350 G617 G741,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-745
S3169,G740 G440 G220 G32 G741 G390 G590 G32,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-746
S3171,G828 G0 G400 G798 G243,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-748
S3172,G408 G4,Mohenjo-daro,unknown,1,False,R-L,Bull1:W,M-749
S3173,G740 G773 G60 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-750
S3176,G520 G33 G706 G806,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-753
S3177,G740 G760 G705 G742 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-754
S3178,G740 G337 G484 G741 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-755
S3179,G740 G100 G176 G2 G812 G31,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-756
S3180,G520 G33 G705 G233 G235 G808,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-757
S3181,G740 G760 G1 G240 G742 G530 G786,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-758
S3182,G520 G240 G806,Mohenjo-daro,unknown,1,False,L-R,unknown,M-759
S3185,G226 G140 G2,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-762
S3190,G740 G32 G840 G585 G17 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-776
S3191,G173 G520 G235 G60 G550,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-777
S3193,G520 G70 G921,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-779
S3194,G740 G773 G156 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-780
S3195,G520 G33 G706 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-781
S3196,G740 G912 G1 G740 G621,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-782
S3197,G151 G61 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-783
S3198,G368 G390 G710,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-784
S3199,G740 G255 G705 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-785
S3200,G740 G798 G233 G741 G175,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-786
S3202,G740 G482 G235 G2 G824,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-788
S3206,G679 G740 G575 G17 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-792
S3207,G740 G388 G235 G240 G798 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-793
S3208,G804 G231 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-794
S3209,G156 G260 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-795
S3210,G368 G140 G706,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-796
S3212,G585 G831 G91,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-798
S3214,G234 G803 G741 G82 G350,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-800
S3216,G106 G741 G500 G209,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-802
S3217,G390 G5 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-803
S3219,G520 G235 G803 G1 G368 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-806
S3222,G520 G460 G495 G2 G595 G906,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-809
S3223,G740 G731,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-810
S3224,G226 G32 G803,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-811
S3225,G740 G58,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-812
S3226,G161 G390 G590 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-813
S3227,G740 G176 G33 G705 G240 G235 G803,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-814
S3228,G520 G70 G233 G798 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-815
S3229,G740 G690 G435 G255 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-816
S3230,G520 G382 G878,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-817
S3232,G520 G233 G240 G803 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-819
S3235,G390 G16,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-822
S3236,G740 G61 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-823
S3237,G368 G390 G831,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-824
S3240,G590 G165 G32 G840,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-828
S3242,G400 G97,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-830
S3244,G740 G337 G176,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-832
S3245,G527 G550 G740 G240 G2 G808,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-833
S3246,G151 G390 G590 G900 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-834
S3248,G400 G368 G55,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-836
S3249,G740 G142 G61 G31 G741 G125 G575,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-837
S3250,G156 G3,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-838
S3251,G740 G100 G415 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-839
S3252,G32 G316 G33 G705 G233 G1 G920 G374,Mohenjo-daro,unknown,1,False,L-R,Bull1:T,M-840
S3258,G740 G923,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-846
S3259,G740 G55 G232 G233,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-847
S3260,G406 G125 G176,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-848
S3261,G151 G350 G2 G550 G615,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-849
S3262,G740 G100 G415 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-850
S3263,G621 G740 G390 G590 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-851
S3264,G892 G590 G794 G732 G33 G853,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-852
S3265,G90 G740 G792 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-853
S3266,G592 G741 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-854
S3267,G856 G260 G832 G390 G590 G2 G817 G690 G544,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-855
S3268,G740 G575 G17 G60 G220 G65 G374,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-856
S3269,G740 G690 G435 G255,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-857
S3271,G520 G33 G705 G240,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-860
S3272,G740 G7 G503,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-861
S3273,G740 G760 G742,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-862
S3274,G740 G255 G705 G741 G412,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-863
S3276,G90 G740 G240 G235 G1 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-865
S3278,G520 G33 G705 G231 G220 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-868
S3279,G740 G100 G415 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-869
S3280,G740 G460 G741 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-870
S3281,G390 G16 G2 G824,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-872
S3282,G520 G33 G705 G231 G60 G550,Mohenjo-daro,unknown,1,False,L-R,Bull1:X,M-873
S3283,G400 G159 G877,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-874
S3284,G105 G31 G60 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-875
S3286,G740 G900 G5 G741 G390 G125,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-878
S3287,G740 G400 G142 G61,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-879
S3288,G740 G861 G877 G741 G705 G319,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-880
S3291,G617 G16,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-884
S3295,G740 G384 G32 G803 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-889
S3296,G740 G927 G32 G741 G208,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-890
S3299,G892 G70 G590 G495 G520 G231 G368 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-894
S3300,G740 G48 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-895
S3301,G151 G31 G90 G32 G1 G505,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-896
S3302,G527 G550 G235 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-897
S3303,G621 G46,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-898
S3304,G154 G160 G363,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-899
S3305,G740 G390 G590 G233 G220 G415 G798 G838 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-900
S3306,G90 G125 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-901
S3308,G740 G772 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-903
S3311,G520 G920 G320 G220 G415,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-914
S3312,G151 G97 G31,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-915
S3313,G400 G806 G805,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-916
S3314,G740 G923 G803,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-917
S3315,G390 G869 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-918
S3316,G156 G3,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-919
S3317,G267 G413 G575,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-920
S3318,G550 G740 G220 G60 G297 G630,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-921
S3322,G740 G269 G792 G741 G345,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-926
S3324,G243 G705 G31,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-928
S3326,G520 G233 G803 G60 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-931
S3327,G740 G705 G171 G360 G64,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-932
S3328,G740 G390 G590 G741 G821,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-933
S3329,G526 G555 G235 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-934
S3330,G740 G920 G320,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-935
S3331,G520 G460,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-936
S3332,G740 G460 G503 G31 G2 G900 G615,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-937
S3333,G740 G416,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-938
S3334,G527 G550,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-939
S3335,G740 G205 G32 G2 G390 G590 G32,Unknown,unknown,1,False,L-R,Bull1:J,unknown
S3338,G740 G176 G220 G415 G798,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-943
S3339,G90 G740 G233 G60 G368 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-944
S3340,G740 G923 G233,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-945
S3341,G740 G910,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-946
S3342,G400 G90 G740 G35 G171 G61,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-947
S3343,G426 G3 G2 G388 G31,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-948
S3345,G740 G690 G435 G255,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-950
S3346,G740 G927 G240 G31,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-951
S3348,G740 G792,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-953
S3349,G481 G740 G255 G360,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-954
S3350,G31 G31 G550 G3,Mohenjo-daro,unknown,1,False,L-R,Bull1:U,M-955
S3351,G400 G520 G33 G705 G233,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-956
S3352,G740 G760 G705 G2 G577,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-957
S3353,G740 G772 G240 G2 G900 G3 G590,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-958
S3354,G520 G33 G705 G236 G803,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-959
S3355,G520 G240 G740 G590 G575,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-960
S3356,G400 G158 G460 G503,Mohenjo-daro,unknown,1,False,L-R,Bull1:X,M-961
S3357,G520 G220 G240 G235,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-962
S3358,G527 G550 G741 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-964
S3359,G740 G390 G590 G32 G741 G527,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-965
S3360,G401 G861 G440 G220,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-967
S3361,G740 G923 G741 G390 G590,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-968
S3362,G151 G243,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-969
S3364,G740 G416 G741 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-971
S3365,G740 G142 G61,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-972
S3366,G621 G226,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-973
S3367,G740 G927 G741 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-974
S3368,G680 G297 G741 G910,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-975
S3369,G286 G645 G1 G368 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-976
S3370,G740 G803,Mohenjo-daro,unknown,1,False,R-L,Bull1:X,M-977
S3371,G520 G220,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-978
S3372,G740 G773 G240 G0 G2 G900 G3 G590,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-979
S3373,G740 G617 G550 G61 G435 G93 G740 G100 G415,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-980
S3374,G617 G142 G1 G407 G371,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-981
S3375,G740 G825 G2,Mohenjo-daro,unknown,1,False,L-R,Bull1:U,M-982
S3378,G520 G70 G33 G705 G233 G235 G803,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-985
S3379,G740 G760 G605,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-986
S3380,G390 G16,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-987
S3381,G151 G55,Mohenjo-daro,unknown,1,False,L-R,unknown,M-988
S3383,G156 G31 G133,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-991
S3384,G368 G803 G31,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-992
S3385,G435 G1 G31,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-993
S3386,G740 G904 G690,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-994
S3387,G156 G31,Mohenjo-daro,unknown,1,False,L-R,Bull1:X,M-995
S3389,G590 G705 G575 G920 G140,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-997
S3390,G820 G390 G590,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-998
S3393,G740 G482 G235,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-1001
S3394,G740 G373 G31 G2 G315 G850,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-1002
S3421,G520 G220 G32 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull,M-1044
S3427,G679 G740 G220 G32 G806 G1 G595 G575 G1 G95,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1052
S3437,G407 G4 G2 G861,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1063
S3453,G740 G760 G33 G706 G233 G803,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1079
S3454,G617 G550 G33,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1080
S3455,G527 G555 G55 G233 G235 G741 G831 G518,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1081
S3459,G740 G100 G415 G798 G460 G350 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1085
S3460,G241 G235,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1086
S3461,G527 G554 G1 G297 G190,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1087
S3462,G740 G540 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1088
S3463,G151 G390 G590 G2 G374 G840,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1089
S3465,G241 G156 G590 G706 G794 G732,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1091
S3467,G861 G292 G590 G520 G70 G503,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1095
S3468,G740 G455 G240 G235,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1096
S3469,G808 G347 G61,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1097
S3472,G740 G760 G315,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1100
S3474,G1 G820 G595 G760 G706 G635,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1103
S3475,G740 G564 G60 G820,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1104
S3479,G740 G100 G140 G3,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1108
S3480,G520 G231 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1109
S3481,G740 G615 G104 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1110
S3482,G740 G798 G745 G924 G692,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1111
S3483,G740 G585 G220 G0 G2 G130 G35 G171,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1112
S3484,G550 G233 G235,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1113
S3485,G740 G140 G2 G741 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1114
S3486,G740 G335 G233 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1115
S3487,G874 G543 G350 G0 G520 G1 G741 G794 G324,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1116
S3488,G855 G297 G892,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1117
S3490,G740 G803 G2 G820 G741,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1119
S3494,G156 G389,Mohenjo-daro,unknown,1,False,L-R,Zebu,M-1123
S3496,G60 G692 G0 G740 G269 G140 G2,Mohenjo-daro,unknown,1,False,L-R,Buff,M-1127
S3497,G920 G388,Mohenjo-daro,unknown,1,False,L-R,Buff,M-1128
S3498,G740 G544 G0 G353 G741 G455 G920,Mohenjo-daro,unknown,1,False,L-R,Goat:7,M-1129
S3501,G820 G595 G813 G541,Mohenjo-daro,unknown,1,False,L-R,Rhin,M-1134
S3502,G740 G61 G2 G400 G703,Mohenjo-daro,unknown,1,False,L-R,Rhin,M-1135
S3504,G740 G904 G2 G820,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1137
S3505,G740 G585 G17 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Rhin,M-1138
S3506,G740 G416 G621 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Rhin,M-1139
S3508,G740 G772 G235,Mohenjo-daro,unknown,1,False,L-R,Elep,M-1146
S3509,G520 G220 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Elep,M-1148
S3511,G621 G520 G231 G240 G2 G456,Mohenjo-daro,unknown,1,False,L-R,Elep,M-1150
S3512,G241 G742 G41,Mohenjo-daro,unknown,1,False,L-R,Elep,M-1151
S3513,G740 G32 G840 G235 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Elep,M-1152
S3516,G740 G760 G335 G2 G33 G705,Mohenjo-daro,unknown,1,False,L-R,Elep,M-1155
S3517,G740 G690 G435 G255 G233,Mohenjo-daro,unknown,1,False,L-R,Elep,M-1156
S3519,G232 G220 G32 G2 G168 G32,Mohenjo-daro,unknown,1,False,L-R,Elep,M-1159
S3521,G520 G233 G31 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Elep,M-1161
S3525,G90 G740 G920 G140 G60 G692,Mohenjo-daro,unknown,1,False,L-R,Tigr,M-1165
S3526,G740 G923 G240 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Tigr,M-1166
S3528,G740 G482,Mohenjo-daro,unknown,1,False,L-R,Htgr,M-1168
S3529,G520 G33 G705 G220 G32 G0 G231 G72 G2 G270 G633 G32,Mohenjo-daro,unknown,1,False,L-R,Comp,M-1169
S3533,G740 G760 G2 G817,Mohenjo-daro,unknown,1,False,L-R,CompBull,M-1177
S3535,G740 G927,Mohenjo-daro,unknown,1,False,L-R,Goat:3,M-1179
S3536,G35 G171 G158,Mohenjo-daro,unknown,1,False,L-R,Goat:3,M-1180
S3537,G740 G927 G231 G60 G692,Mohenjo-daro,unknown,1,False,L-R,Anth,M-1181
S3544,G143 G96,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1193
S3546,G740 G176,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1195
S3548,G435 G1 G3,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1197
S3550,G740 G48 G232,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-1199
S3551,G740 G255 G704 G176,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-1200
S3552,G790 G0 G740 G100 G415 G740 G257 G840,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1202
S3553,G706,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1203
S3556,G740 G690 G435 G255 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1206
S3557,G90 G740 G100 G320 G1 G300 G632,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-1221
S3558,G151 G416,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-1222
S3559,G401 G390 G16 G853,Mohenjo-daro,unknown,1,False,L-R,Mult,M-1224
S3560,G740 G900 G5 G877,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1225
S3561,G520 G33 G705 G235 G233 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1226
S3562,G1 G368 G351,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1228
S3564,G156 G3,Mohenjo-daro,unknown,1,False,R-L,unknown,M-1232
S3566,G156 G31,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1235
S3569,G407 G4 G1 G745 G561 G586,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1262
S3571,G740 G100 G456 G1 G820,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1264
S3572,G740 G55 G240 G220 G32 G806,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1265
S3573,G740 G483 G233 G235 G55,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1266
S3574,G416 G1 G740 G720 G175 G2 G861,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1267
S3575,G740 G455 G176 G2 G817,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1268
S3576,G520 G33 G706 G240 G235,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1269
S3577,G154 G388 G717 G706,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1270
S3578,G400 G456 G503 G337 G484 G920 G140,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1271
S3579,G520 G70 G921 G742 G615 G920,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1272
S3580,G740 G55 G2 G861 G603,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1273
S3581,G130 G32 G905,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1274
S3582,G740 G752 G440 G220 G32 G798,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1275
S3583,G159 G243 G1 G740 G325,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1276
S3584,G32 G905,Mohenjo-daro,unknown,1,False,R-L,unknown,M-1277
S3589,G416 G1 G520 G240 G806 G2 G502 G31,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1284
S3595,G595 G820 G706,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1290
S3604,G527 G550 G33 G705 G233 G2 G817,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1299
S3610,G400 G159 G877,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1305
S3611,G740 G405 G590 G806 G2 G820,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1306
S3612,G740 G460 G503,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1307
S3613,G740 G32 G55 G1 G407 G4,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1308
S3615,G407 G4 G1 G740 G407 G590 G235,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1310
S3616,G520 G400 G354 G2 G817,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1311
S3617,G400 G740 G220,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1312
S3619,G407 G16 G1 G740 G923,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1314
S3620,G617 G142 G240,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1315
S3621,G127 G381 G292 G590 G32 G901 G620,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1316
S3622,G154 G384,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1317
S3623,G740 G460 G503 G2 G880,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1318
S3625,G527 G555 G231 G240 G798,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1320
S3627,G423 G3 G491,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1322
S3628,G740 G798 G405 G590 G33 G706 G806,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1323
S3646,G16 G2 G504 G342 G632,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1341
